is_treatment,response_att,food_share_15d,age,is_women
1,1,0.0,24.0,1
0,0,0.0,34.0,0
1,0,0.3306,43.0,1
1,0,0.0,28.0,0
0,0,0.0,35.0,1
1,0,0.0,55.0,1
0,0,0.0,55.0,1
0,0,0.9195,47.0,1
1,0,0.0,57.0,1
1,0,0.0,38.0,1
1,0,0.0,31.0,0
1,0,0.0,58.0,0
1,0,0.0,45.0,1
1,0,0.0,54.0,0
0,0,0.0,49.0,1
0,0,0.0,49.0,1
1,0,0.0,32.0,1
0,1,0.8278,70.0,1
1,0,0.0,46.0,1
0,0,0.0,31.0,1
1,0,0.1965,22.0,0
1,0,0.0,53.0,0
0,1,0.9514,45.0,1
0,0,0.1813,20.0,1
1,0,0.0,65.0,0
0,0,0.9978,70.0,0
1,0,0.0,49.0,1
0,0,0.0,64.0,1
1,0,0.4289,31.0,0
1,0,0.0,58.0,1
0,0,0.0,41.0,1
1,0,0.0,20.0,1
1,0,0.0,43.0,1
1,0,0.0,28.0,1
0,0,0.0,31.0,0
0,0,0.0,39.0,0
1,0,0.0,24.0,0
1,0,0.0,33.0,1
1,0,0.0,55.0,1
0,0,0.0,41.0,1
1,0,0.0,37.0,1
1,0,0.0,42.0,1
0,0,0.8915,29.0,0
1,0,0.0,75.0,1
0,0,0.0,32.0,0
1,0,0.4819,35.0,1
1,0,0.0,27.0,0
1,0,0.0,63.0,1
0,0,0.8325,27.0,1
1,0,0.0,41.0,1
0,0,0.0,28.0,0
1,0,0.0,62.0,1
0,0,0.0,30.0,1
1,0,0.0,18.0,1
1,0,0.0,31.0,1
0,0,1.0,70.0,1
1,0,0.0,29.0,1
1,0,0.0,62.0,1
1,0,0.0,20.0,1
0,0,0.9676,65.0,0
1,0,0.0,31.0,1
1,0,0.0,30.0,1
1,0,0.0,54.0,0
0,0,0.0,44.0,0
1,0,0.0,30.0,1
0,0,0.9666,,1
0,0,0.0,50.0,0
0,0,0.0,62.0,1
1,0,0.0,22.0,0
0,0,0.0,38.0,0
1,0,0.0,28.0,0
0,1,0.812,30.0,1
0,0,0.5366,45.0,1
0,1,0.5976,19.0,1
1,0,0.0,29.0,1
0,0,0.0,63.0,1
1,0,0.0,29.0,0
1,0,0.0,24.0,1
1,0,0.0,64.0,1
1,0,0.0,30.0,0
1,0,0.0,36.0,0
0,1,0.8253,36.0,1
1,0,0.0,46.0,1
1,0,0.0,52.0,1
1,0,0.0,31.0,1
0,0,0.0,34.0,1
0,0,0.6625,57.0,1
1,1,0.0,57.0,1
1,0,0.0,45.0,0
0,0,0.9472,65.0,1
1,0,0.0,27.0,1
1,0,0.0,17.0,1
1,0,0.0,28.0,1
1,1,0.0,34.0,0
0,0,0.7764,40.0,1
1,0,0.0,23.0,1
1,0,0.0,66.0,1
0,0,0.2897,55.0,1
0,0,0.0,64.0,1
1,0,0.0,36.0,0
0,0,0.0,30.0,1
0,0,0.0,65.0,1
1,0,0.0,60.0,1
1,0,0.0,23.0,0
1,0,0.4146,33.0,1
1,0,0.0,46.0,1
1,0,0.0,50.0,1
1,0,0.0,48.0,1
1,0,0.0,64.0,0
1,0,0.0,23.0,0
1,0,0.0957,54.0,1
0,0,0.8244,38.0,1
1,0,0.0,27.0,1
1,0,0.1741,36.0,1
1,0,0.0,59.0,0
1,0,0.0,38.0,0
1,0,0.0,40.0,0
0,0,0.2111,36.0,1
1,0,0.4579,56.0,1
1,0,0.4168,38.0,0
1,0,0.0,69.0,1
0,0,0.0,27.0,1
0,0,0.7689,42.0,1
0,0,0.0,58.0,1
1,0,0.0,54.0,0
0,0,0.6992,18.0,1
0,0,0.0,14.0,1
1,0,0.0,67.0,1
0,0,0.0,45.0,0
1,0,0.0,38.0,1
0,1,0.9068,47.0,0
0,0,0.0,31.0,1
1,0,0.0,73.0,0
1,0,0.0,25.0,1
0,0,0.8778,20.0,0
1,0,0.0,55.0,0
1,0,0.0,38.0,1
1,0,0.254,31.0,0
1,0,0.0927,41.0,0
1,0,0.0,52.0,1
0,0,0.0,33.0,0
1,0,0.0,55.0,1
1,0,0.0,14.0,1
1,0,0.0,68.0,0
0,0,0.0,33.0,0
1,0,0.0,25.0,0
1,0,0.0,43.0,1
1,0,0.0,28.0,1
1,1,0.2078,43.0,0
0,0,0.0,77.0,1
0,0,0.0293,33.0,0
1,0,0.0,27.0,0
1,0,0.0,28.0,1
1,0,0.0,61.0,1
1,0,0.0,46.0,1
1,0,0.0,57.0,0
1,0,0.0,68.0,1
1,0,0.0,33.0,1
1,1,0.0,36.0,0
1,0,0.0,16.0,0
1,0,0.1781,34.0,1
1,0,0.0,24.0,0
1,0,0.0,68.0,0
1,0,0.0,70.0,1
1,1,0.0,39.0,0
0,0,1.0,28.0,1
0,0,0.8852,35.0,1
0,0,0.8732,64.0,1
0,1,0.8953,44.0,1
0,0,0.0,30.0,1
1,0,0.0,37.0,1
1,0,0.0,42.0,1
0,0,0.0,58.0,1
1,0,0.0,59.0,0
1,0,0.0,27.0,1
1,0,0.4766,38.0,1
1,0,0.0,72.0,1
1,0,0.0,30.0,0
0,0,0.0,57.0,0
0,0,1.0,65.0,0
0,0,0.0,67.0,1
0,0,0.0,37.0,0
1,0,0.0,24.0,0
0,0,1.0,20.0,0
1,0,0.0,58.0,1
0,0,0.6852,30.0,1
1,0,0.0,37.0,1
0,0,0.0,41.0,1
1,0,0.0,41.0,0
1,0,0.0,29.0,1
1,0,0.0,29.0,1
0,0,0.6493,47.0,1
0,0,0.0,41.0,0
1,0,0.0,40.0,1
1,0,0.0,26.0,1
1,0,0.0,38.0,1
0,0,0.9655,71.0,1
1,0,0.0476,61.0,1
1,0,0.0,59.0,0
0,0,0.0,27.0,1
1,0,0.3082,23.0,1
0,1,0.0,22.0,1
1,0,0.0,48.0,0
0,0,0.9134,62.0,1
1,0,0.0,75.0,0
0,0,0.0,22.0,1
0,0,0.0,41.0,0
0,0,1.0,57.0,0
1,0,0.0,40.0,0
0,0,0.0,57.0,0
1,0,0.4488,16.0,1
1,0,0.0,45.0,0
1,0,0.0,32.0,0
1,0,0.0,26.0,0
0,0,0.0,37.0,1
1,0,0.0,55.0,0
0,0,0.9259,42.0,0
1,0,0.0,22.0,1
0,0,1.0,63.0,1
0,0,0.0,41.0,0
0,1,0.9974,32.0,1
0,0,0.0,23.0,0
1,0,0.0,21.0,1
0,0,0.0,25.0,1
1,0,0.0,34.0,0
0,0,0.0,62.0,1
1,0,0.0356,34.0,1
0,0,0.9426,32.0,1
1,0,0.0,52.0,1
1,0,0.0,81.0,0
1,0,0.0,39.0,1
1,0,0.0,23.0,0
1,0,0.0,37.0,0
1,0,0.0,,0
1,0,0.4705,55.0,1
1,0,0.4978,30.0,1
1,0,0.0,59.0,1
0,0,0.0,60.0,0
1,0,0.0,32.0,0
0,0,0.0,68.0,0
1,0,0.0,38.0,1
0,0,1.0,58.0,0
0,0,0.0,51.0,1
1,1,0.4165,47.0,0
1,0,0.0,47.0,1
0,0,0.0,34.0,0
1,0,0.0,33.0,1
1,0,0.0,31.0,1
1,0,0.0,72.0,1
0,0,0.0246,62.0,1
1,0,0.0,21.0,0
0,0,0.0,69.0,1
1,0,0.0,74.0,1
1,0,0.2437,31.0,1
1,0,0.4825,36.0,1
0,0,0.9262,24.0,1
1,0,0.481,55.0,1
1,0,0.0,47.0,1
0,0,0.1756,28.0,1
0,0,0.1866,36.0,0
0,0,0.0,30.0,1
1,0,0.0,56.0,1
0,0,0.0,68.0,1
1,0,0.447,54.0,1
0,0,0.0,30.0,1
1,0,0.0,65.0,1
1,0,0.0,38.0,0
1,0,0.0,46.0,1
0,0,0.0,34.0,0
1,0,0.0,29.0,1
0,0,0.0,58.0,1
1,0,0.0,56.0,1
1,0,0.0,69.0,1
1,0,0.4053,51.0,1
1,1,0.2543,,0
0,0,0.0,53.0,1
1,1,0.0,61.0,1
1,0,0.0036,65.0,1
1,0,0.0,30.0,1
1,0,0.0,47.0,1
0,0,0.8952,62.0,1
0,1,0.9268,24.0,1
0,0,0.8162,48.0,1
1,0,0.0,32.0,0
0,0,0.0,50.0,1
0,0,0.8499,30.0,1
0,0,0.0,66.0,1
1,0,0.0,72.0,0
0,0,0.0,68.0,1
1,0,0.0,54.0,1
1,0,0.0,20.0,0
0,0,0.0,26.0,1
1,0,0.0,50.0,1
1,0,0.1397,27.0,1
1,0,0.0,26.0,0
0,0,0.0,,0
1,0,0.0,58.0,1
1,0,0.0,51.0,1
0,0,0.9654,66.0,1
1,0,0.0,55.0,0
0,0,0.8643,31.0,1
1,0,0.0,37.0,1
0,0,0.0,38.0,1
1,0,0.0,33.0,1
1,0,0.0,82.0,0
0,0,1.0,35.0,0
1,0,0.0,20.0,0
1,0,0.0,80.0,0
1,0,0.0,71.0,0
1,0,0.0,27.0,0
1,0,0.0,47.0,0
0,0,0.0,39.0,0
1,0,0.3974,62.0,0
0,0,0.0,23.0,0
1,0,0.0,45.0,0
1,0,0.0,36.0,0
0,0,0.7699,37.0,0
1,0,0.1374,35.0,1
0,0,0.0,59.0,1
1,0,0.0,27.0,0
1,0,0.0,37.0,1
1,0,0.4344,43.0,1
0,0,0.8122,55.0,1
1,0,0.0,29.0,1
1,0,0.0,32.0,1
1,0,0.0,60.0,1
0,1,0.268,39.0,1
0,0,0.0,58.0,0
0,0,0.0,35.0,0
0,0,0.0,21.0,0
1,0,0.0857,44.0,0
0,0,0.0,60.0,1
0,0,1.0,57.0,1
0,0,0.0,41.0,0
0,1,0.7318,53.0,1
1,0,0.4372,46.0,1
1,0,0.0,32.0,0
1,0,0.0,36.0,1
0,0,0.0,34.0,1
1,0,0.2679,33.0,0
0,0,0.0,57.0,1
1,0,0.0,22.0,0
1,0,0.498,37.0,0
0,0,0.1523,42.0,0
1,0,0.0,22.0,0
0,0,0.2092,28.0,1
1,0,0.0716,53.0,1
1,0,0.0,19.0,1
1,0,0.2843,28.0,1
1,0,0.0,49.0,1
0,0,0.7177,41.0,1
1,0,0.0,37.0,1
0,0,0.0,33.0,1
1,0,0.1495,33.0,1
1,0,0.0,58.0,1
1,0,0.0,42.0,1
1,0,0.0,48.0,1
0,0,0.0,55.0,1
0,0,0.5199,46.0,0
0,0,0.0,61.0,0
1,0,0.0,36.0,0
1,0,0.0819,42.0,1
1,0,0.0,57.0,1
1,0,0.0,55.0,1
1,0,0.0,22.0,0
1,0,0.0,22.0,1
1,0,0.0,39.0,1
1,0,0.0,25.0,0
1,0,0.0,33.0,1
1,0,0.0,36.0,0
1,0,0.0,54.0,1
1,0,0.0,31.0,1
0,0,0.9837,20.0,0
1,0,0.0,42.0,1
1,0,0.0,63.0,1
1,0,0.0,35.0,1
1,0,0.0,28.0,1
1,0,0.0,52.0,1
1,0,0.0,44.0,0
0,0,0.6385,47.0,1
1,1,0.369,51.0,0
1,0,0.0,42.0,1
1,0,0.1263,20.0,1
1,0,0.0,41.0,1
1,0,0.0,52.0,1
0,0,0.0,63.0,1
0,0,0.9883,45.0,0
1,0,0.0,56.0,0
0,0,1.0,28.0,1
1,0,0.0,59.0,1
1,0,0.0,32.0,0
1,0,0.0,27.0,1
0,0,0.0,72.0,1
1,0,0.0,26.0,1
1,0,0.4914,59.0,0
1,0,0.0,41.0,1
1,0,0.1858,25.0,1
0,0,0.9474,55.0,0
0,0,0.4962,37.0,1
1,0,0.0,59.0,1
0,0,0.2539,50.0,0
1,0,0.0,45.0,0
1,0,0.0,25.0,1
1,0,0.0,23.0,1
0,0,0.0,72.0,1
0,0,0.0,50.0,1
0,0,0.4871,19.0,1
1,0,0.0,58.0,1
1,0,0.0,25.0,1
0,0,0.3895,56.0,1
1,0,0.0,50.0,1
1,0,0.0,38.0,1
1,0,0.0,33.0,1
0,0,1.0,33.0,0
0,0,0.0,31.0,1
1,0,0.0,29.0,1
1,0,0.4502,38.0,1
1,0,0.0,62.0,1
1,0,0.0,,0
1,0,0.0,42.0,0
1,0,0.485,37.0,1
0,1,1.0,19.0,1
1,0,0.0,48.0,1
0,0,0.0,57.0,1
0,0,0.0,27.0,1
1,0,0.0,69.0,1
1,0,0.0,23.0,0
1,0,0.0,19.0,1
1,0,0.0,45.0,1
1,0,0.3663,62.0,1
1,0,0.0,30.0,1
1,0,0.0,44.0,0
1,0,0.0,29.0,1
1,0,0.0,79.0,1
1,0,0.0,22.0,0
0,0,0.3857,30.0,0
1,0,0.0,57.0,1
1,0,0.4561,37.0,1
0,0,0.0,34.0,0
1,0,0.0,30.0,1
1,0,0.0,66.0,1
1,0,0.0,47.0,1
1,0,0.0,28.0,0
0,0,0.0,24.0,1
0,0,0.0,73.0,1
1,0,0.0,51.0,1
1,0,0.0,29.0,0
0,0,0.0,34.0,1
0,0,0.943,32.0,0
0,1,0.595,24.0,0
1,0,0.0,58.0,1
1,0,0.0,35.0,1
0,0,0.0,47.0,1
1,0,0.0,21.0,1
1,1,0.0,18.0,1
1,0,0.0,21.0,1
1,1,0.0,60.0,0
1,0,0.0,30.0,0
1,0,0.0,39.0,1
1,0,0.3455,32.0,0
1,0,0.0,29.0,1
0,0,0.5492,21.0,1
1,0,0.3329999999999999,37.0,1
1,0,0.0,57.0,0
1,0,0.0,27.0,1
1,0,0.0,45.0,1
1,0,0.0,53.0,1
1,0,0.0,34.0,1
0,0,0.0,58.0,0
1,0,0.0,47.0,1
1,0,0.0,26.0,0
1,0,0.0,42.0,0
0,0,0.9104,50.0,1
1,0,0.0,24.0,1
1,0,0.0,30.0,1
1,0,0.0,28.0,0
0,0,0.8787,58.0,1
0,0,0.0,56.0,0
1,0,0.0,43.0,0
1,0,0.0,39.0,1
1,0,0.0,22.0,1
1,0,0.0,62.0,1
1,0,0.0,42.0,0
1,0,0.0,29.0,1
1,0,0.0,40.0,1
1,0,0.0,41.0,1
0,0,0.0,71.0,1
0,1,0.8394,60.0,1
1,0,0.0,29.0,1
0,0,0.0,43.0,0
1,0,0.0,48.0,1
0,0,0.0,50.0,1
0,0,0.8964,58.0,1
1,0,0.0,22.0,1
1,1,0.2426,38.0,1
0,0,0.0,44.0,1
1,0,0.0,30.0,0
1,0,0.3525,58.0,1
1,0,0.0,44.0,0
1,1,0.0,52.0,1
0,0,0.7227,49.0,0
1,0,0.0,41.0,0
0,0,0.9989,52.0,0
0,0,1.0,31.0,0
1,0,0.0,35.0,0
1,0,0.0,33.0,0
1,1,0.2982,18.0,0
1,0,0.0,42.0,0
0,0,0.0,35.0,0
0,0,0.0,60.0,1
0,0,1.0,,0
1,0,0.0,,1
1,0,0.0,28.0,0
1,0,0.0,29.0,0
1,0,0.0,35.0,0
0,0,0.0,30.0,0
1,0,0.0,24.0,1
0,0,0.149,34.0,1
1,0,0.2933,62.0,1
0,1,0.7604,61.0,1
0,0,0.0,43.0,1
0,0,0.0717,32.0,1
0,0,0.0,60.0,1
1,0,0.0,41.0,0
0,0,0.5096,,0
1,0,0.0,25.0,1
1,0,0.0,54.0,1
1,0,0.0,36.0,1
1,0,0.0,39.0,0
1,0,0.0,59.0,1
0,0,0.9511,69.0,0
0,0,0.0,56.0,0
1,0,0.0,48.0,1
1,1,0.2832,23.0,1
1,0,0.0,44.0,0
0,0,0.8485,65.0,1
1,0,0.0,58.0,0
0,0,0.0,59.0,0
1,0,0.0,70.0,0
0,0,0.0,60.0,1
0,0,0.0,22.0,0
1,0,0.0757,36.0,1
0,0,0.0,40.0,1
0,0,0.0,59.0,0
1,0,0.0,24.0,1
1,0,0.0,67.0,1
1,0,0.0,31.0,1
1,1,0.0,29.0,1
1,0,0.0,47.0,0
0,0,0.0,19.0,1
0,1,0.7054,37.0,1
1,0,0.0,45.0,0
1,0,0.0,29.0,1
1,0,0.0,27.0,1
1,0,0.0,41.0,0
1,0,0.0946,51.0,1
0,0,1.0,57.0,0
0,0,1.0,68.0,0
1,0,0.0,71.0,0
0,0,0.0,59.0,1
1,0,0.0,28.0,0
1,0,0.0,48.0,1
1,1,0.0,27.0,0
0,0,0.0,,1
1,0,0.0,53.0,0
0,1,0.9285,23.0,1
1,0,0.0,33.0,1
1,0,0.0,47.0,0
0,0,0.0,39.0,0
1,0,0.0,43.0,1
1,0,0.0,53.0,1
1,0,0.0,33.0,0
0,0,0.0,47.0,1
0,0,0.9964,64.0,1
0,0,1.0,41.0,1
1,1,0.4218,19.0,1
0,0,0.0,54.0,1
1,0,0.0,63.0,0
0,0,0.0,40.0,1
1,0,0.0,47.0,1
1,0,0.1683,25.0,1
1,0,0.0,40.0,1
1,0,0.0,23.0,0
0,0,0.8425,60.0,1
1,0,0.0,24.0,0
1,0,0.0,39.0,1
1,0,0.0,55.0,0
0,0,1.0,52.0,1
1,0,0.3053,46.0,0
1,0,0.0,73.0,1
1,0,0.449,27.0,1
1,1,0.0,30.0,0
1,0,0.0,60.0,1
1,0,0.0,31.0,1
1,0,0.0,52.0,1
1,0,0.0,66.0,1
1,0,0.0,59.0,1
1,0,0.0,58.0,0
1,0,0.0,45.0,1
0,0,0.0,49.0,1
1,0,0.0,58.0,1
1,0,0.0,46.0,0
1,0,0.0,29.0,0
1,0,0.0,,1
1,0,0.0,17.0,1
0,0,0.0,20.0,0
1,0,0.0,42.0,0
0,0,0.8346,32.0,1
0,0,0.0,41.0,1
0,0,0.0,26.0,1
1,0,0.0,34.0,1
0,0,0.0,66.0,1
1,0,0.4655,65.0,1
1,0,0.0,51.0,1
1,1,0.0,72.0,1
0,0,0.0,41.0,0
1,0,0.0,47.0,1
1,0,0.0,27.0,1
1,0,0.0,33.0,1
1,0,0.0,27.0,1
0,0,0.5714,34.0,0
1,0,0.0,50.0,0
1,0,0.0,27.0,0
0,0,0.0,41.0,0
0,0,0.9535,,0
1,0,0.0,52.0,0
1,0,0.0,28.0,0
1,0,0.0,,0
1,0,0.0,54.0,0
1,0,0.0,36.0,1
1,0,0.0,46.0,0
1,0,0.0,54.0,0
1,0,0.0,54.0,1
1,0,0.0,24.0,1
1,0,0.0,55.0,1
1,0,0.0877,21.0,1
1,0,0.0,36.0,0
0,0,0.0,56.0,1
0,0,0.9981,69.0,1
0,1,1.0,64.0,0
1,0,0.0,54.0,1
0,0,0.0,56.0,1
0,0,1.0,37.0,1
0,0,0.0,58.0,1
0,0,0.0,47.0,0
1,0,0.2026,44.0,1
1,0,0.0,39.0,0
0,0,0.3328,39.0,0
1,0,0.0,28.0,1
1,0,0.0,66.0,1
1,0,0.3697,42.0,1
1,0,0.3427,60.0,1
1,0,0.0,34.0,0
0,0,0.0,29.0,0
1,0,0.3142,,0
1,0,0.0,26.0,1
1,0,0.0,47.0,1
1,0,0.0,33.0,0
1,0,0.0,31.0,0
0,0,0.6497,61.0,0
0,0,0.0,58.0,1
1,0,0.0,33.0,1
1,0,0.0,53.0,1
1,0,0.0,42.0,1
1,0,0.395,18.0,0
1,0,0.0,48.0,0
0,0,0.7223,52.0,0
0,0,0.0,47.0,0
0,0,0.4717,71.0,1
1,0,0.0,29.0,1
0,0,0.0,33.0,1
1,0,0.0,51.0,0
1,0,0.0,58.0,1
1,0,0.0,21.0,1
0,0,0.7635,75.0,0
1,0,0.0,45.0,1
1,0,0.0,43.0,0
0,0,0.0,61.0,0
1,0,0.0,33.0,1
0,0,0.7911,28.0,1
1,0,0.0,58.0,1
0,1,0.0,33.0,0
1,0,0.0,45.0,0
0,0,0.3252,40.0,1
0,0,0.0,43.0,0
0,0,0.0,39.0,1
1,0,0.0,50.0,1
1,0,0.0,41.0,1
1,0,0.0,46.0,0
0,1,0.9268,56.0,1
1,0,0.0,63.0,1
0,0,0.0,52.0,0
0,0,0.0,52.0,1
1,0,0.0,34.0,0
1,0,0.0,48.0,0
1,0,0.0,60.0,0
0,0,0.0,23.0,0
1,1,0.4597,41.0,1
1,0,0.0,64.0,1
1,0,0.0,72.0,0
0,0,0.3669,60.0,1
0,0,0.6588,23.0,1
1,0,0.0,,1
1,1,0.0,40.0,0
1,0,0.0,21.0,1
1,0,0.0,47.0,1
1,0,0.0,48.0,1
1,0,0.0,78.0,1
1,0,0.0,45.0,0
1,0,0.0,39.0,1
0,1,0.4754,64.0,1
1,0,0.0,43.0,0
1,0,0.0,62.0,1
0,0,0.0,34.0,1
1,0,0.0,35.0,0
1,0,0.0,30.0,0
1,0,0.0,29.0,0
1,0,0.0,26.0,0
0,0,0.0,29.0,1
1,0,0.0,78.0,0
0,0,0.0,27.0,0
0,0,0.7989,30.0,0
0,0,0.0,43.0,0
0,0,0.0,44.0,1
1,0,0.0,29.0,0
0,0,0.6496,47.0,1
1,0,0.0,51.0,1
1,1,0.0,34.0,1
1,0,0.0,38.0,1
1,0,0.0,49.0,1
1,0,0.0,39.0,1
0,0,0.0,28.0,1
0,0,0.6627,39.0,0
1,0,0.0,30.0,1
1,0,0.0,56.0,1
1,0,0.0,51.0,1
1,0,0.0,69.0,0
1,0,0.0,41.0,1
0,0,0.0,49.0,0
1,0,0.0,59.0,1
1,0,0.0,20.0,1
0,0,0.0,56.0,0
1,0,0.0,29.0,1
0,0,0.0,35.0,1
0,0,0.1366,37.0,0
1,0,0.0,46.0,0
1,0,0.0,37.0,1
0,0,0.0,41.0,1
1,0,0.4887,36.0,1
1,0,0.0,72.0,1
0,0,0.6932,56.0,1
0,0,0.0,28.0,0
1,0,0.0,69.0,1
1,0,0.0,36.0,1
0,0,0.7354,37.0,1
1,0,0.0,63.0,1
1,0,0.0,27.0,1
0,0,0.0,36.0,1
1,0,0.0,41.0,1
1,0,0.0,70.0,1
1,0,0.0,33.0,0
0,1,0.0,47.0,0
1,0,0.0,26.0,0
0,0,0.1005,39.0,0
0,0,0.7103,41.0,1
1,0,0.0,21.0,1
1,0,0.0,45.0,1
1,0,0.0,33.0,1
0,0,0.7216,30.0,1
0,0,0.0,35.0,1
0,0,0.9518,49.0,1
1,0,0.0,33.0,0
1,0,0.0,53.0,1
1,0,0.4009,34.0,1
0,0,0.0,54.0,0
1,0,0.0,32.0,1
1,0,0.0,65.0,1
1,0,0.0,33.0,0
0,0,0.831,43.0,0
1,0,0.0,39.0,1
0,0,0.0,47.0,0
1,0,0.0,62.0,1
0,0,0.0,59.0,1
1,0,0.0,17.0,0
1,0,0.0,76.0,1
0,0,0.7226,59.0,1
0,0,0.0,27.0,0
1,0,0.0,37.0,1
0,0,0.7477,29.0,0
1,0,0.0,40.0,0
1,0,0.0,65.0,1
0,0,0.0,49.0,1
0,0,0.2722,82.0,0
1,0,0.0,24.0,1
0,0,0.5087,38.0,1
1,0,0.0,28.0,1
1,1,0.1161,63.0,1
1,0,0.0,57.0,1
1,0,0.0,49.0,1
1,1,0.3231,39.0,0
1,0,0.0,35.0,1
0,0,0.0,,0
1,0,0.0,49.0,1
1,0,0.2973,40.0,1
1,1,0.0,44.0,1
1,0,0.0,42.0,0
1,0,0.0,62.0,0
0,1,1.0,32.0,0
0,0,0.6674,42.0,1
1,0,0.0,29.0,1
0,0,0.0,39.0,0
1,0,0.0,40.0,0
0,0,0.0,37.0,1
1,0,0.0,71.0,0
0,0,0.0,55.0,0
0,0,0.6361,34.0,0
1,0,0.0,32.0,1
0,0,0.0,25.0,0
1,0,0.0,68.0,0
0,0,0.0,29.0,0
1,0,0.0,65.0,1
1,1,0.0,31.0,1
1,0,0.0,38.0,0
0,0,0.0,57.0,1
1,0,0.0,31.0,1
1,0,0.0,61.0,1
0,0,0.0,55.0,1
0,0,0.0,47.0,1
0,0,0.0,39.0,0
0,0,0.0,47.0,1
0,0,0.0,,0
1,0,0.3947,18.0,1
0,0,0.9182,55.0,1
0,1,0.9308,19.0,0
0,0,0.0,68.0,1
0,0,0.5771,40.0,0
0,0,0.0,29.0,0
1,0,0.0,27.0,1
0,0,0.0,22.0,1
1,0,0.0,18.0,0
0,0,0.0,47.0,0
1,0,0.0,43.0,1
1,0,0.0,60.0,1
1,0,0.0,55.0,1
1,0,0.0,59.0,1
1,0,0.0,27.0,1
0,1,0.9173,43.0,1
1,0,0.0,58.0,1
1,0,0.0,41.0,1
1,0,0.0,59.0,1
1,0,0.0,63.0,1
1,0,0.0,34.0,1
1,0,0.0,26.0,0
1,0,0.0,46.0,1
1,0,0.0,56.0,1
0,0,0.0,29.0,0
1,1,0.0,29.0,0
0,0,0.0,50.0,0
1,0,0.0,32.0,0
1,0,0.4198,23.0,0
1,1,0.0,23.0,0
1,0,0.0,40.0,1
0,0,0.2927,39.0,1
1,0,0.0,28.0,0
1,0,0.0,36.0,0
0,0,1.0,64.0,0
0,0,0.0,29.0,1
0,1,0.0,42.0,1
1,1,0.0,58.0,1
1,0,0.0,54.0,1
0,0,0.0,56.0,1
0,1,0.0,32.0,1
1,0,0.0,45.0,1
0,0,0.7094,30.0,1
1,0,0.0,29.0,1
1,0,0.1575,46.0,0
1,0,0.0,46.0,0
1,0,0.3921,58.0,1
1,0,0.0,46.0,1
0,0,0.0,59.0,1
1,0,0.3541,52.0,1
0,0,0.0,31.0,1
1,0,0.0,53.0,0
0,0,0.0,30.0,1
0,0,0.0,67.0,1
1,0,0.0,34.0,0
0,0,0.3676,24.0,0
1,0,0.0,43.0,1
1,0,0.0,55.0,1
0,0,0.9954,39.0,1
0,0,0.9186,49.0,1
1,0,0.0,28.0,0
0,0,0.0,36.0,1
1,0,0.2299,38.0,1
1,0,0.0,,0
1,1,0.0,68.0,0
0,0,0.9985,39.0,0
1,0,0.0,42.0,1
1,0,0.0,31.0,0
0,0,0.606,49.0,1
1,0,0.0,60.0,1
1,0,0.0352,34.0,0
1,0,0.0,28.0,1
1,0,0.0,41.0,1
1,0,0.0,47.0,0
1,0,0.0,43.0,1
1,1,0.4320000000000001,35.0,0
1,0,0.4654,60.0,0
0,0,0.0,52.0,0
1,0,0.0,35.0,1
1,0,0.0,31.0,0
1,0,0.4685,64.0,1
1,0,0.0,26.0,1
0,0,0.0,27.0,1
0,0,0.0,30.0,1
1,1,0.0,59.0,1
1,0,0.4393,28.0,1
0,0,0.0,36.0,1
1,0,0.3817,32.0,1
1,0,0.0,58.0,1
1,0,0.2943,42.0,1
1,0,0.0,79.0,1
0,0,0.0,19.0,1
1,0,0.0,32.0,1
1,0,0.0,54.0,1
1,0,0.0,55.0,0
1,0,0.0,60.0,1
1,0,0.0,29.0,0
1,0,0.0,41.0,0
1,0,0.0,51.0,0
0,0,0.0,49.0,0
0,0,0.5123,49.0,0
1,0,0.0,24.0,1
1,0,0.0,51.0,1
0,0,0.8093,35.0,0
1,0,0.0,42.0,0
1,0,0.0,48.0,1
1,0,0.0,72.0,1
1,0,0.0,63.0,1
0,0,0.0,48.0,1
1,0,0.0,42.0,1
1,0,0.0,34.0,0
0,0,0.0,58.0,1
0,0,0.0,58.0,0
0,0,0.8667,31.0,1
0,0,0.0,43.0,0
1,1,0.0,19.0,1
1,0,0.0,23.0,0
1,0,0.0,34.0,0
1,0,0.0,38.0,0
1,0,0.0,38.0,1
0,0,0.0,25.0,1
1,0,0.0,21.0,0
1,1,0.0,49.0,1
1,0,0.2011,52.0,1
1,0,0.2358,,1
0,1,1.0,81.0,0
0,1,0.96,17.0,0
1,0,0.0,62.0,0
1,0,0.0,46.0,1
1,0,0.0,46.0,1
1,0,0.0,59.0,1
0,0,0.8676,67.0,0
1,0,0.0,39.0,0
1,0,0.0,45.0,0
1,0,0.0,39.0,0
1,0,0.0,31.0,1
1,0,0.0,56.0,1
0,0,0.0,58.0,1
0,0,1.0,31.0,1
1,0,0.0,52.0,1
0,0,0.0,61.0,0
0,0,0.8475,51.0,0
1,0,0.3762,57.0,1
1,0,0.0,44.0,0
0,0,0.937,58.0,0
0,0,0.0,21.0,1
1,0,0.0,26.0,1
1,0,0.0,30.0,1
1,0,0.0863,70.0,0
1,0,0.0,38.0,0
1,0,0.0,53.0,1
0,0,0.0,53.0,1
0,0,0.0,22.0,0
1,0,0.0,40.0,1
1,0,0.0749,60.0,1
1,0,0.0,65.0,1
